"","taxa","species_1","process_id_1","species_2","process_id_2","distance","level"
"46","Cymatognathus aureolateralis","Cymatognathus aureolateralis","MINDA132-23","Cymatognathus aureolateralis","MINDA131-23",0.1483680613901,"species"
"47","Dascyllus trimaculatus","Dascyllus trimaculatus","MINDA389-23","Dascyllus trimaculatus","MINDA372-23",0.150376053197766,"species"
"48","Dascyllus trimaculatus","Dascyllus trimaculatus","MINDA459-23","Dascyllus trimaculatus","MINDA372-23",0,"species"
"49","Dascyllus trimaculatus","Dascyllus trimaculatus","MINDA459-23","Dascyllus trimaculatus","MINDA389-23",0.151057516708811,"species"
"50","Diagramma pictum","Diagramma pictum","MINDA082-23","Diagramma pictum","MINDA022-23",0.163934573084917,"species"
"51","Dischistodus chrysopoecilus","Dischistodus chrysopoecilus","MINDA269-23","Dischistodus chrysopoecilus","MINDA268-23",0.445766542563598,"species"
"52","Epibulus brevis","Epibulus brevis","MINDA240-23","Epibulus brevis","MINDA007-23",0.486227494599737,"species"
"53","Epibulus brevis","Epibulus brevis","MINDA241-23","Epibulus brevis","MINDA007-23",0.486227494599737,"species"
"54","Epibulus brevis","Epibulus brevis","MINDA241-23","Epibulus brevis","MINDA240-23",0.2971776950424,"species"
"55","Epibulus brevis","Epibulus brevis","MINDA258-23","Epibulus brevis","MINDA007-23",0.64935977634056,"species"
"56","Epibulus brevis","Epibulus brevis","MINDA258-23","Epibulus brevis","MINDA240-23",0.1483680613901,"species"
"57","Epibulus brevis","Epibulus brevis","MINDA258-23","Epibulus brevis","MINDA241-23",0.446431537215066,"species"
"58","Epibulus brevis","Epibulus brevis","MINDA489-23","Epibulus brevis","MINDA007-23",0.714297862373827,"species"
"59","Epibulus brevis","Epibulus brevis","MINDA489-23","Epibulus brevis","MINDA240-23",0.236967268194828,"species"
"60","Epibulus brevis","Epibulus brevis","MINDA489-23","Epibulus brevis","MINDA241-23",0.714297862373827,"species"
"61","Epibulus brevis","Epibulus brevis","MINDA489-23","Epibulus brevis","MINDA258-23",0.236967268194828,"species"
"62","Epinephelus areolatus","Epinephelus areolatus","MINDA482-23","Epinephelus areolatus","MINDA349-23",0.483874744103268,"species"
"63","Epinephelus areolatus","Epinephelus areolatus","MINDA494-23","Epinephelus areolatus","MINDA349-23",0.807965453364895,"species"
"64","Epinephelus areolatus","Epinephelus areolatus","MINDA494-23","Epinephelus areolatus","MINDA482-23",0.470406198274487,"species"
"65","Gerres filamentosus","Gerres filamentosus","MINDA458-23","Gerres filamentosus","MINDA352-23",0.693475212988461,"species"
"66","Gerres oyena","Gerres oyena","MINDA359-23","Gerres oyena","MINDA358-23",0.159744544825959,"species"
"67","Gerres oyena","Gerres oyena","MINDA360-23","Gerres oyena","MINDA358-23",0.2971776950424,"species"
"68","Gerres oyena","Gerres oyena","MINDA360-23","Gerres oyena","MINDA359-23",0.320001092273376,"species"
"69","Halichoeres chloropterus","Halichoeres chloropterus","MINDA238-23","Halichoeres chloropterus","MINDA197-23",0,"species"
"70","Halichoeres scapularis","Halichoeres scapularis","MINDA302-23","Halichoeres scapularis","MINDA195-23",0.1483680613901,"species"
"71","Hemiglyphidodon plagiometopon","Hemiglyphidodon plagiometopon","MINDA490-23","Hemiglyphidodon plagiometopon","MINDA384-23",0.605834977146479,"species"
"72","Hemigymnus fasciatus","Hemigymnus fasciatus","MINDA430-23","Hemigymnus fasciatus","MINDA178-23",0.606238820443074,"species"
"73","Heniochus chrysostomus","Heniochus chrysostomus","MINDA311-23","Heniochus chrysostomus","MINDA051-23",0.150319520825633,"species"
"74","Heniochus chrysostomus","Heniochus chrysostomus","MINDA478-23","Heniochus chrysostomus","MINDA051-23",0.161746980825469,"species"
"75","Heniochus chrysostomus","Heniochus chrysostomus","MINDA478-23","Heniochus chrysostomus","MINDA311-23",0,"species"
"76","Heniochus varius","Heniochus varius","MINDA220-23","Heniochus varius","MINDA073-23",0.1483680613901,"species"
"77","Heniochus varius","Heniochus varius","MINDA228-23","Heniochus varius","MINDA073-23",0.2971776950424,"species"
"78","Heniochus varius","Heniochus varius","MINDA228-23","Heniochus varius","MINDA220-23",0.1483680613901,"species"
"79","Heniochus varius","Heniochus varius","MINDA308-23","Heniochus varius","MINDA073-23",0.446431537215066,"species"
"80","Heniochus varius","Heniochus varius","MINDA308-23","Heniochus varius","MINDA220-23",0.2971776950424,"species"
"81","Heniochus varius","Heniochus varius","MINDA308-23","Heniochus varius","MINDA228-23",0.446431537215066,"species"
"82","Heteropriacanthus cruentatus","Heteropriacanthus cruentatus","MINDA096-23","Heteropriacanthus cruentatus","MINDA090-23",0.896885034333366,"species"
"83","Lethrinus atkinsoni","Lethrinus atkinsoni","MINDA338-23","Lethrinus atkinsoni","MINDA104-23",1.34957200805568,"species"
"84","Lethrinus erythracanthus","Lethrinus erythracanthus","MINDA155-23","Lethrinus erythracanthus","MINDA111-23",0,"species"
"85","Lethrinus harak","Lethrinus harak","MINDA408-23","Lethrinus harak","MINDA336-23",0.2971776950424,"species"
"86","Lethrinus olivaceus","Lethrinus olivaceus","MINDA109-23","Lethrinus olivaceus","MINDA029-23",0.163934573084917,"species"
"87","Lethrinus olivaceus","Lethrinus olivaceus","MINDA169-23","Lethrinus olivaceus","MINDA029-23",0.825101231819388,"species"
"88","Lethrinus olivaceus","Lethrinus olivaceus","MINDA169-23","Lethrinus olivaceus","MINDA109-23",0.604236960753594,"species"
"89","Lethrinus olivaceus","Lethrinus olivaceus","MINDA421-23","Lethrinus olivaceus","MINDA029-23",0.164676942754756,"species"
"90","Lethrinus olivaceus","Lethrinus olivaceus","MINDA421-23","Lethrinus olivaceus","MINDA109-23",0.302343908792691,"species"
"91","Lethrinus olivaceus","Lethrinus olivaceus","MINDA421-23","Lethrinus olivaceus","MINDA169-23",0.911179437555451,"species"
"92","Lethrinus ornatus","Lethrinus ornatus","MINDA463-23","Lethrinus ornatus","MINDA337-23",0.454031701381667,"species"
"93","Lethrinus semicinctus","Lethrinus semicinctus","MINDA365-23","Lethrinus semicinctus","MINDA106-23",1.7753197713686,"species"
"94","Lethrinus semicinctus","Lethrinus semicinctus","MINDA366-23","Lethrinus semicinctus","MINDA106-23",0.697781726267097,"species"
"95","Lethrinus semicinctus","Lethrinus semicinctus","MINDA366-23","Lethrinus semicinctus","MINDA365-23",0.173837604335159,"species"
"96","Lutjanus argentimaculatus","Lutjanus argentimaculatus","MINDA171-23","Lutjanus argentimaculatus","MINDA148-23",0.300978918282285,"species"
"97","Lutjanus ehrenbergii","Lutjanus ehrenbergii","MINDA347-23","Lutjanus ehrenbergii","MINDA346-23",0.867087021808734,"species"
"98","Lutjanus fulvus","Lutjanus fulvus","MINDA484-23","Lutjanus fulvus","MINDA451-23",1.06379570549178,"species"
"99","Lutjanus gibbus","Lutjanus gibbus","MINDA173-23","Lutjanus gibbus","MINDA072-23",0.151975800894835,"species"
"100","Mulloidichthys flavolineatus","Mulloidichthys flavolineatus","MINDA318-23","Mulloidichthys flavolineatus","MINDA092-23",0.176678629065556,"species"
"101","Mulloidichthys flavolineatus","Mulloidichthys flavolineatus","MINDA422-23","Mulloidichthys flavolineatus","MINDA092-23",0.157728837425772,"species"
"102","Mulloidichthys flavolineatus","Mulloidichthys flavolineatus","MINDA422-23","Mulloidichthys flavolineatus","MINDA318-23",0.353983779403084,"species"
"103","Myripristis adusta","Myripristis adusta","MINDA114-23","Myripristis adusta","MINDA078-23",0.148588519457874,"species"
"104","Myripristis berndti","Myripristis berndti","MINDA409-23","Myripristis berndti","MINDA089-23",0.2971776950424,"species"
"105","Myripristis hexagona","Myripristis hexagona","MINDA224-23","Myripristis hexagona","MINDA113-23",0.2971776950424,"species"
"106","Myripristis hexagona","Myripristis hexagona","MINDA225-23","Myripristis hexagona","MINDA113-23",0,"species"
"107","Myripristis hexagona","Myripristis hexagona","MINDA225-23","Myripristis hexagona","MINDA224-23",0.2971776950424,"species"
"108","Myripristis hexagona","Myripristis hexagona","MINDA294-23","Myripristis hexagona","MINDA113-23",0.1483680613901,"species"
"109","Myripristis hexagona","Myripristis hexagona","MINDA294-23","Myripristis hexagona","MINDA224-23",0.1483680613901,"species"
"110","Myripristis hexagona","Myripristis hexagona","MINDA294-23","Myripristis hexagona","MINDA225-23",0.1483680613901,"species"
"111","Myripristis kuntee","Myripristis kuntee","MINDA292-23","Myripristis kuntee","MINDA080-23",0.1483680613901,"species"
"112","Myripristis violacea","Myripristis violacea","MINDA200-23","Myripristis violacea","MINDA079-23",0.1483680613901,"species"
"113","Myripristis violacea","Myripristis violacea","MINDA439-23","Myripristis violacea","MINDA079-23",0.302286516623967,"species"
"114","Myripristis violacea","Myripristis violacea","MINDA439-23","Myripristis violacea","MINDA200-23",0.151000470797118,"species"
"115","Naso hexacanthus","Naso hexacanthus","MINDA429-23","Naso hexacanthus","MINDA199-23",0.309119995415877,"species"
"116","Nemipterus bathybius","Nemipterus bathybius","MINDA479-23","Nemipterus bathybius","MINDA296-23",0.302286516623967,"species"
"117","Nemipterus peronii","Nemipterus peronii","MINDA088-23","Nemipterus peronii","MINDA087-23",2.73358113397338,"species"
"118","Nemipterus peronii","Nemipterus peronii","MINDA219-23","Nemipterus peronii","MINDA087-23",2.88222782151564,"species"
"119","Nemipterus peronii","Nemipterus peronii","MINDA219-23","Nemipterus peronii","MINDA088-23",0.148533323107901,"species"
"120","Nemipterus zysron","Nemipterus zysron","MINDA445-23","Nemipterus zysron","MINDA218-23",0,"species"
"121","Odonus niger","Odonus niger","MINDA306-23","Odonus niger","MINDA150-23",0.296901548164061,"species"
"122","Parupeneus barberinus","Parupeneus barberinus","MINDA319-23","Parupeneus barberinus","MINDA209-23",0,"species"
"123","Parupeneus barberinus","Parupeneus barberinus","MINDA450-23","Parupeneus barberinus","MINDA209-23",0,"species"
"124","Parupeneus barberinus","Parupeneus barberinus","MINDA450-23","Parupeneus barberinus","MINDA319-23",0,"species"
"125","Parupeneus multifasciatus","Parupeneus multifasciatus","MINDA316-23","Parupeneus multifasciatus","MINDA315-23",1.21100205689477,"species"
"126","Parupeneus multifasciatus","Parupeneus multifasciatus","MINDA317-23","Parupeneus multifasciatus","MINDA315-23",1.36367393123929,"species"
"127","Parupeneus multifasciatus","Parupeneus multifasciatus","MINDA317-23","Parupeneus multifasciatus","MINDA316-23",0.1483680613901,"species"
"128","Plectorhinchus albovittatus","Plectorhinchus albovittatus","MINDA191-23","Plectorhinchus albovittatus","MINDA190-23",0.1483680613901,"species"
"129","Plectorhinchus polytaenia","Plectorhinchus polytaenia","MINDA277-23","Plectorhinchus polytaenia","MINDA276-23",0.148313028706189,"species"
"130","Plectorhinchus vittatus","Plectorhinchus vittatus","MINDA278-23","Plectorhinchus vittatus","MINDA020-23",10.0088707847171,"species"
"131","Plectorhinchus vittatus","Plectorhinchus vittatus","MINDA289-23","Plectorhinchus vittatus","MINDA020-23",0.150376053197766,"species"
"132","Plectorhinchus vittatus","Plectorhinchus vittatus","MINDA289-23","Plectorhinchus vittatus","MINDA278-23",9.68451332446302,"species"
"133","Priacanthus blochii","Priacanthus blochii","MINDA095-23","Priacanthus blochii","MINDA091-23",0.296901548164061,"species"
"134","Priacanthus blochii","Priacanthus blochii","MINDA119-23","Priacanthus blochii","MINDA091-23",0.445932955070949,"species"
"135","Priacanthus blochii","Priacanthus blochii","MINDA119-23","Priacanthus blochii","MINDA095-23",0.446431537215066,"species"
"136","Priacanthus blochii","Priacanthus blochii","MINDA122-23","Priacanthus blochii","MINDA091-23",0.296956908911303,"species"
"137","Priacanthus blochii","Priacanthus blochii","MINDA122-23","Priacanthus blochii","MINDA095-23",0.296901548164061,"species"
"138","Priacanthus blochii","Priacanthus blochii","MINDA122-23","Priacanthus blochii","MINDA119-23",0.445932955070949,"species"
"139","Pristipomoides auricilla","Pristipomoides auricilla","MINDA348-23","Pristipomoides auricilla","MINDA130-23",0.346246120477592,"species"
"140","Pterocaesio pisang","Pterocaesio pisang","MINDA232-23","Pterocaesio pisang","MINDA231-23",0.2971776950424,"species"
"141","Pterocaesio tessellata","Pterocaesio tessellata","MINDA247-23","Pterocaesio tessellata","MINDA246-23",0.2971776950424,"species"
"142","Pterocaesio tessellata","Pterocaesio tessellata","MINDA248-23","Pterocaesio tessellata","MINDA246-23",0.446431537215066,"species"
"143","Pterocaesio tessellata","Pterocaesio tessellata","MINDA248-23","Pterocaesio tessellata","MINDA247-23",0.1483680613901,"species"
"144","Pygoplites diacanthus","Pygoplites diacanthus","MINDA307-23","Pygoplites diacanthus","MINDA015-23",0,"species"
"145","Pygoplites diacanthus","Pygoplites diacanthus","MINDA435-23","Pygoplites diacanthus","MINDA015-23",0,"species"
"146","Pygoplites diacanthus","Pygoplites diacanthus","MINDA435-23","Pygoplites diacanthus","MINDA307-23",0,"species"
"147","Rastrelliger kanagurta","Rastrelliger kanagurta","MINDA235-23","Rastrelliger kanagurta","MINDA234-23",0.447096868783064,"species"
"148","Salarias fasciatus","Salarias fasciatus","MINDA243-23","Salarias fasciatus","MINDA242-23",0.1483680613901,"species"
"149","Sargocentron diadema","Sargocentron diadema","MINDA442-23","Sargocentron diadema","MINDA375-23",0.302286516623967,"species"
"150","Sargocentron rubrum","Sargocentron rubrum","MINDA332-23","Sargocentron rubrum","MINDA071-23",0.456624178163624,"species"
"151","Saurida gracilis","Saurida gracilis","MINDA486-23","Saurida gracilis","MINDA394-23",0.453859176251644,"species"
"152","Scarus chameleon","Scarus chameleon","MINDA161-23","Scarus chameleon","MINDA160-23",0.445932955070949,"species"
"153","Scarus dimidiatus","Scarus dimidiatus","MINDA216-23","Scarus dimidiatus","MINDA192-23",0.296901548164061,"species"
"154","Scarus dimidiatus","Scarus dimidiatus","MINDA217-23","Scarus dimidiatus","MINDA192-23",0.296901548164061,"species"
"155","Scarus dimidiatus","Scarus dimidiatus","MINDA217-23","Scarus dimidiatus","MINDA216-23",0.2971776950424,"species"
"156","Scarus dimidiatus","Scarus dimidiatus","MINDA254-23","Scarus dimidiatus","MINDA192-23",0.296901548164061,"species"
"157","Scarus dimidiatus","Scarus dimidiatus","MINDA254-23","Scarus dimidiatus","MINDA216-23",0,"species"
"158","Scarus dimidiatus","Scarus dimidiatus","MINDA254-23","Scarus dimidiatus","MINDA217-23",0.2971776950424,"species"
"159","Scarus dimidiatus","Scarus dimidiatus","MINDA325-23","Scarus dimidiatus","MINDA192-23",0.535001353343819,"species"
"160","Scarus dimidiatus","Scarus dimidiatus","MINDA325-23","Scarus dimidiatus","MINDA216-23",0.356110285949621,"species"
"161","Scarus dimidiatus","Scarus dimidiatus","MINDA325-23","Scarus dimidiatus","MINDA217-23",0.714534759880252,"species"
"162","Scarus dimidiatus","Scarus dimidiatus","MINDA325-23","Scarus dimidiatus","MINDA254-23",0.356110285949621,"species"
"163","Scarus quoyi","Scarus quoyi","MINDA465-23","Scarus quoyi","MINDA182-23",0.302572784167763,"species"
"164","Scolopsis affinis","Scolopsis affinis","MINDA264-23","Scolopsis affinis","MINDA086-23",11.6165612407318,"species"
"165","Scolopsis affinis","Scolopsis affinis","MINDA342-23","Scolopsis affinis","MINDA086-23",11.0681096722031,"species"
"166","Scolopsis affinis","Scolopsis affinis","MINDA342-23","Scolopsis affinis","MINDA264-23",0.744721095366504,"species"
"167","Scolopsis affinis","Scolopsis affinis","MINDA343-23","Scolopsis affinis","MINDA086-23",0.1483680613901,"species"
"168","Scolopsis affinis","Scolopsis affinis","MINDA343-23","Scolopsis affinis","MINDA264-23",11.4330747962837,"species"
"169","Scolopsis affinis","Scolopsis affinis","MINDA343-23","Scolopsis affinis","MINDA342-23",10.8866212696742,"species"
"170","Scolopsis ciliata","Scolopsis ciliata","MINDA476-23","Scolopsis ciliata","MINDA345-23",0,"species"
"171","Scolopsis lineata","Scolopsis lineata","MINDA341-23","Scolopsis lineata","MINDA340-23",0.744497661137723,"species"
"172","Scolopsis lineata","Scolopsis lineata","MINDA455-23","Scolopsis lineata","MINDA340-23",0.454032050800862,"species"
"173","Scolopsis lineata","Scolopsis lineata","MINDA455-23","Scolopsis lineata","MINDA341-23",0,"species"
"174","Scolopsis margaritifera","Scolopsis margaritifera","MINDA211-23","Scolopsis margaritifera","MINDA210-23",0.1483680613901,"species"
"175","Scolopsis margaritifera","Scolopsis margaritifera","MINDA230-23","Scolopsis margaritifera","MINDA210-23",0.296901548164061,"species"
"176","Scolopsis margaritifera","Scolopsis margaritifera","MINDA230-23","Scolopsis margaritifera","MINDA211-23",0.445932955070949,"species"
"177","Siganus argenteus","Siganus argenteus","MINDA363-23","Siganus argenteus","MINDA298-23",1.04547388185457,"species"
"178","Siganus canaliculatus","Siganus canaliculatus","MINDA461-23","Siganus canaliculatus","MINDA364-23",0.453859176251644,"species"
"179","Siganus javus","Siganus javus","MINDA491-23","Siganus javus","MINDA019-23",0,"species"
"180","Siganus puellus","Siganus puellus","MINDA251-23","Siganus puellus","MINDA025-23",0.150376053197766,"species"
"181","Siganus punctatus","Siganus punctatus","MINDA299-23","Siganus punctatus","MINDA098-23",0.1483680613901,"species"
"182","Siganus vulpinus","Siganus vulpinus","MINDA212-23","Siganus vulpinus","MINDA117-23",0.445932955070949,"species"
"183","Siganus vulpinus","Siganus vulpinus","MINDA213-23","Siganus vulpinus","MINDA117-23",0.595409897489254,"species"
"184","Siganus vulpinus","Siganus vulpinus","MINDA213-23","Siganus vulpinus","MINDA212-23",0.1483680613901,"species"
"185","Stethojulis trilineata","Stethojulis trilineata","MINDA194-23","Stethojulis trilineata","MINDA193-23",0,"species"
"186","Stethojulis trilineata","Stethojulis trilineata","MINDA301-23","Stethojulis trilineata","MINDA193-23",0,"species"
"187","Stethojulis trilineata","Stethojulis trilineata","MINDA301-23","Stethojulis trilineata","MINDA194-23",0,"species"
"188","Thalassoma hardwicke","Thalassoma hardwicke","MINDA444-23","Thalassoma hardwicke","MINDA196-23",0.302286516623967,"species"
"189","Thalassoma lunare","Thalassoma lunare","MINDA285-23","Thalassoma lunare","MINDA284-23",0.596132247845307,"species"
"190","Thalassoma lunare","Thalassoma lunare","MINDA286-23","Thalassoma lunare","MINDA284-23",0.896885034333366,"species"
"191","Thalassoma lunare","Thalassoma lunare","MINDA286-23","Thalassoma lunare","MINDA285-23",0.896885034333366,"species"
"192","Toxotes jaculatrix","Toxotes jaculatrix","MINDA261-23","Toxotes jaculatrix","MINDA260-23",0.148313028706189,"species"
"193","Upeneus tragula","Upeneus tragula","MINDA237-23","Upeneus tragula","MINDA236-23",0.446431537215066,"species"
"194","Upeneus tragula","Upeneus tragula","MINDA249-23","Upeneus tragula","MINDA236-23",0.2971776950424,"species"
"195","Upeneus tragula","Upeneus tragula","MINDA249-23","Upeneus tragula","MINDA237-23",0.1483680613901,"species"
"196","Upeneus tragula","Upeneus tragula","MINDA361-23","Upeneus tragula","MINDA236-23",0.744721095366504,"species"
"197","Upeneus tragula","Upeneus tragula","MINDA361-23","Upeneus tragula","MINDA237-23",0.894871358354989,"species"
"198","Upeneus tragula","Upeneus tragula","MINDA361-23","Upeneus tragula","MINDA249-23",0.744721095366504,"species"
"199","Variola albimarginata","Variola albimarginata","MINDA203-23","Variola albimarginata","MINDA202-23",0.1483680613901,"species"
"200","Variola albimarginata","Variola albimarginata","MINDA323-23","Variola albimarginata","MINDA202-23",0.156250127156764,"species"
"201","Variola albimarginata","Variola albimarginata","MINDA323-23","Variola albimarginata","MINDA203-23",0,"species"
"202","Abalistes","Abalistes stellatus","MINDA473-23","Abalistes filamentosus","MINDA039-23",6.21775358692773,"genus"
"203","Abudefduf","Abudefduf septemfasciatus","MINDA371-23","Abudefduf vaigiensis","MINDA214-23",4.02905714568893,"genus"
"204","Abudefduf","Abudefduf septemfasciatus","MINDA371-23","Abudefduf vaigiensis","MINDA215-23",4.02905714568893,"genus"
"205","Abudefduf","Abudefduf vaigiensis","MINDA472-23","Abudefduf septemfasciatus","MINDA371-23",4.17877732108891,"genus"
"206","Acanthurus","Acanthurus pyroferus","MINDA288-23","Acanthurus olivaceus","MINDA145-23",10.4996857787719,"genus"
"207","Acanthurus","Acanthurus mata","MINDA369-23","Acanthurus olivaceus","MINDA145-23",10.0049855270682,"genus"
"208","Acanthurus","Acanthurus mata","MINDA369-23","Acanthurus pyroferus","MINDA288-23",10.7785029590931,"genus"
"209","Acanthurus","Acanthurus auranticavus","MINDA386-23","Acanthurus olivaceus","MINDA145-23",8.09610184150619,"genus"
"210","Acanthurus","Acanthurus auranticavus","MINDA386-23","Acanthurus pyroferus","MINDA288-23",9.55897961362849,"genus"
"211","Acanthurus","Acanthurus auranticavus","MINDA386-23","Acanthurus mata","MINDA369-23",8.7024341357682,"genus"
"212","Acanthurus","Acanthurus pyroferus","MINDA425-23","Acanthurus olivaceus","MINDA145-23",10.3307588339767,"genus"
"213","Acanthurus","Acanthurus pyroferus","MINDA425-23","Acanthurus mata","MINDA369-23",10.9484093661294,"genus"
"214","Acanthurus","Acanthurus pyroferus","MINDA425-23","Acanthurus auranticavus","MINDA386-23",9.77546157569089,"genus"
"215","Acanthurus","Acanthurus nigricauda","MINDA447-23","Acanthurus olivaceus","MINDA145-23",9.2744676283665,"genus"
"216","Acanthurus","Acanthurus nigricauda","MINDA447-23","Acanthurus pyroferus","MINDA288-23",9.69490403248267,"genus"
"217","Acanthurus","Acanthurus nigricauda","MINDA447-23","Acanthurus mata","MINDA369-23",9.15435822727189,"genus"
"218","Acanthurus","Acanthurus nigricauda","MINDA447-23","Acanthurus auranticavus","MINDA386-23",5.41503216331043,"genus"
"219","Acanthurus","Acanthurus nigricauda","MINDA447-23","Acanthurus pyroferus","MINDA425-23",9.86272644377145,"genus"
"220","Amblyglyphidodon","Amblyglyphidodon aureus","MINDA383-23","Amblyglyphidodon curacao","MINDA379-23",8.71484044422772,"genus"
"221","Amphiprion","Amphiprion perideraion","MINDA381-23","Amphiprion clarkii","MINDA189-23",4.6878576083472,"genus"
"222","Anampses","Anampses meleagrides","MINDA009-23","Anampses caeruleopunctatus","MINDA003-23",14.8532042947117,"genus"
"223","Anampses","Anampses geographicus","MINDA012-23","Anampses caeruleopunctatus","MINDA003-23",16.3269539464936,"genus"
